"Ebene";"EDV-Code";"Code";"Ebene Erl.";"Titel/Erläuterungstext"
3;"0412";"04.1.2";"000";"Tatsächliche Mietzahlungen für Zweit- und Freizeitwohnungen"
3;"0412";"04.1.2";"001";"Zu den Freizeitwohnungen zählen nur solche, die für einen längeren Zeitraum gemietet werden."
3;"0412";"04.1.2";"002";"Umfasst auch:"
3;"0412";"04.1.2";"002.001";"Tatsächliche Mietzahlungen für Zweit- und Freizeitwohnungen"
3;"0412";"04.1.2";"003";"Umfasst nicht:"
3;"0412";"04.1.2";"003.001";"Beherbergungsdienste von Feriendörfern und -zentren (s. 11.2.0)"
4;"04121";"04.1.2.1";"000";"Tatsächliche Mietzahlungen für Zweit- und Freizeitwohnungen"
4;"04121";"04.1.2.1";"001";"Umfasst:"
4;"04121";"04.1.2.1";"001.001";"Tatsächliche Mietzahlungen für Zweit- und Freizeitwohnungen"
4;"04121";"04.1.2.1";"002";"Umfasst nicht:"
4;"04121";"04.1.2.1";"002.001";"Beherbergungsdienste von Feriendörfern und -zentren (s. 11.2.0.2)"
4;"04122";"04.1.2.2";"000";"Garagenmieten und andere Mietzahlungen"
4;"04122";"04.1.2.2";"001";"Umfasst:"
4;"04122";"04.1.2.2";"001.001";"Mietzahlungen für den Gebrauch einer Parkgarage in Verbindung mit dem Wohnen. Die Garage muss sich nicht im selben Haus wie die Wohneinheit befinden, sie muss auch nicht vom selben Vermieter gemietet werden."
4;"04122";"04.1.2.2";"002";"Umfasst nicht:"
4;"04122";"04.1.2.2";"002.001";"Zahlungen für die Benutzung einer Garage oder eines Abstellplatzes, wenn die Benutzung nicht im Zusammenhang mit dem Wohnen steht (s. 07.2.4)"
2;"042";"04.2";"000";"Unterstellte Mietzahlungen"
2;"042";"04.2";"001";"Siehe auch Erläuterungen zu (s. 04.1)."
3;"0421";"04.2.1";"000";"Unterstellte Mietzahlungen für Eigentümerwohnungen als Hauptwohnungen"
3;"0421";"04.2.1";"001";"Umfasst:"
3;"0421";"04.2.1";"001.001";"Unterstellte Mietzahlungen für Eigentumswohnungen, die vom Eigentümer selbst als Hauptwohnung genutzt werden"
4;"04210";"04.2.1.0";"000";"Unterstellte Mietzahlungen für Eigentumswohnungen als Hauptwohnungen"
4;"04210";"04.2.1.0";"001";"Umfasst:"
4;"04210";"04.2.1.0";"001.001";"Unterstellte Mietzahlungen für Eigentumswohnungen, die vom Eigentümer selbst als Hauptwohnung genutzt werden"
3;"0422";"04.2.2";"000";"Unterstellte Mietzahlungen für Eigentümerwohnungen als Zweit- und Freizeitwohnungen"
3;"0422";"04.2.2";"001";"Umfasst:"
3;"0422";"04.2.2";"001.001";"Unterstellte Mietzahlungen für Eigentumswohnungen als Zweit- und Freizeitwohnungen"
3;"0422";"04.2.2";"001.002";"Unterstellte Mietzahlungen für kostenlos oder im Preis vermindert überlassene Wohnungen"
4;"04220";"04.2.2.0";"000";"Andere unterstellte Mietzahlungen für Eigentumswohnungen als Zweit- und Freizeitwohnungen, sowie für kostenlos oder im Preis vermindert überlassende Wohnungen"
4;"04220";"04.2.2.0";"001";"Umfasst:"
4;"04220";"04.2.2.0";"001.001";"Unterstellte Mietzahlungen für Eigentumswohnungen als Zweit- und Freizeitwohnungen"
4;"04220";"04.2.2.0";"001.002";"Unterstellte Mietzahlungen für kostenlos oder im Preis vermindert überlassene Wohnungen"
2;"043";"04.3";"000";"Regelmäßige Instandhaltung und Reparatur der Wohnungen"
2;"043";"04.3";"001";"Die reguläre Instandhaltung und Reparatur von Wohnungen sind durch zwei Merkmale gekennzeichnet: Erstens sind es Tätigkeiten, die regelmäßig ausgeführt werden müssen, um die Wohnung in einem guten Zustand zu erhalten; zweitens verändern sie weder die Funktion, Kapazität oder erwartete Lebensdauer der Wohnung. Man unterscheidet zwei Arten der Instandhaltung und Reparatur von Wohnungen: Zum einen handelt es sich um Schönheitsreparaturen, wie bspw. Innendekoration und Reparatur der Installationen, die im Allgemeinen von beiden, den Mietern und den Eigentümern getragen werden; zum anderen sind es Großreparaturen, wie bspw. Neuvergipsung der Wände oder Reparatur der Schornsteine, die nur von den Eigentümern getragen werden. Nur die von Mietern oder Eigennutzern von Eigentumswohnungen zu tätigenden Ausgaben für Materialien und Leistungen für Schönheitsreparaturen von Wohnungen sind Bestandteil der Ausgaben für den Individualkonsum der Haushalte."
2;"043";"04.3";"002";"Ausgaben für Materialien und Leistungen für Großreparaturen, die von Eigennutzern von Eigentumswohnungen getätigt werden, sind hingegen nicht Bestandteil der Ausgaben für den Individualkonsum der Haushalte. Materialkäufe, die von Mietern oder Eigennutzern von Eigentumswohnungen getätigt werden, um die Instandhaltung oder Reparaturen selbst auszuführen, sind unter (s. 04.3.1) anzuführen. Bezahlt der Mieter oder Eigennutzer ein Unternehmen, um die Instandhaltung oder Reparatur auszuführen, ist der Gesamtwert der Leistungen, einschließlich der Materialkosten, unter (s. 04.3.2) auszuweisen."
3;"0431";"04.3.1";"000";"Erzeugnisse für die regelmäßige Instandhaltung und Reparatur der Wohnung"
3;"0431";"04.3.1";"001";"Umfasst:"
3;"0431";"04.3.1";"001.001";"Produkte und Erzeugnisse, wie Anstrichfarben und Lacke, rauer Putz, Tapeten, textile Wandverkleidungen, Fensterscheiben, Gips, Zement, Kitt, Tapetenkleister usw., die für die geringfügige Instandhaltung und Reparatur der Wohnung erworben werden"
3;"0431";"04.3.1";"002";"Umfasst auch:"
3;"0431";"04.3.1";"002.001";"Installations-Kleinmaterial (Rohre, Bänder, Verbindungsstücke usw.)"
3;"0431";"04.3.1";"002.002";"Belagsmaterial (Bodenplatten, Keramikfliesen usw.)"
3;"0431";"04.3.1";"002.003";"Bürsten und Schaber für Farben, Lacke und Tapeten"
3;"0431";"04.3.1";"003";"Umfasst nicht:"
3;"0431";"04.3.1";"003.001";"Textil- und Linoleumbeläge (s. 05.1.2)"
3;"0431";"04.3.1";"003.002";"Handwerkzeuge, Türbeschläge, Steckdosen, Stromkabel und Glühlampen (s. 05.5.2)"
3;"0431";"04.3.1";"003.003";"Besen, Schrubbbürsten, Staubbesen und Reinigungsmittel (s. 05.6.1)"
3;"0431";"04.3.1";"003.004";"Für Großreparaturen (Intermediärverbrauch), Erweiterung und Umbau von Wohnungen (Investitionen) verwendete Produkte, Materialien und Vorrichtungen"
4;"04310";"04.3.1.0";"000";"Erzeugnisse für die regelmäßige Instandhaltung und Reparatur der Wohnung"
4;"04310";"04.3.1.0";"001";"Umfasst:"
4;"04310";"04.3.1.0";"001.001";"Produkte und Erzeugnisse, wie Anstrichfarben und Lacke, rauer Putz, Tapeten, textile Wandverkleidungen, Fensterscheiben, Gips, Zement, Kitt, Tapetenkleister usw., die für die geringfügige Instandhaltung und Reparatur der Wohnung erworben werden"
4;"04310";"04.3.1.0";"002";"Umfasst auch:"
4;"04310";"04.3.1.0";"002.001";"Installations-Kleinmaterial (Rohre, Bänder, Verbindungsstücke usw.)"
4;"04310";"04.3.1.0";"002.002";"Belagsmaterial (Bodenplatten, Keramikfliesen usw.)"
4;"04310";"04.3.1.0";"002.003";"Bürsten und Schaber für Farben, Lacke und Tapeten"
4;"04310";"04.3.1.0";"003";"Umfasst nicht:"
4;"04310";"04.3.1.0";"003.001";"Textil- und Linoleumbeläge (s. 05.1.2.2)"
4;"04310";"04.3.1.0";"003.002";"Handwerkzeuge, Türbeschläge, Steckdosen, Stromkabel und Glühlampen (s. 05.5.2.1, s. 05.5.2.2)"
4;"04310";"04.3.1.0";"003.003";"Besen, Schrubbbürsten, Staubbesen und Reinigungsmittel (s. 05.6.1)"
4;"04310";"04.3.1.0";"003.004";"Für Großreparaturen (Intermediärverbrauch), Erweiterung und Umbau von Wohnungen (Investitionen) verwendete Produkte, Materialien und Vorrichtungen"
3;"0432";"04.3.2";"000";"Dienstleistungen für die regelmäßige Instandhaltung und Reparatur der Wohnung"
3;"0432";"04.3.2";"001";"Umfasst:"
3;"0432";"04.3.2";"001.001";"Dienstleistungen des Installateurs, Elektrikers, Zimmerers, Glasers, Malers, Dekorateurs, Bodenschleifers usw. für Schönheitsreparaturen an der Wohnung (Arbeits- und Materialkosten)"
3;"0432";"04.3.2";"002";"Umfasst nicht:"
3;"0432";"04.3.2";"002.001";"Materialkäufe, die von Mietern getätigt werden, um die Instandhaltung oder Reparaturen selbst auszuführen (s. 04.3.1)"
3;"0432";"04.3.2";"002.002";"Leistungen für Großreparaturen (Intermediärverbrauch), Erweiterung und Umbau von Wohnungen (Investitionen)"
4;"04321";"04.3.2.1";"000";"Dienstleistungen von Installateuren"
4;"04321";"04.3.2.1";"001";"Umfasst:"
4;"04321";"04.3.2.1";"001.001";"Montage, Installation, Reparatur und Instandhaltungen von Rohrsystemen, Abflüssen, Dachrinnen, Serviceleistungen u.a. damit verbundene Installationsmaterialien für Wasser und Gas"
4;"04322";"04.3.2.2";"000";"Dienstleistungen von Elektrikern"
4;"04322";"04.3.2.2";"001";"Umfasst:"
4;"04322";"04.3.2.2";"001.001";"Instandhaltung und Reparatur von elektrischen Leitungen und damit verbundenen Einrichtungen"
4;"04323";"04.3.2.3";"000";"Instandhaltungsleistungen für Heizsysteme"
4;"04323";"04.3.2.3";"001";"Umfasst:"
4;"04323";"04.3.2.3";"001.001";"Instandhaltung und Reparatur von Heizsystemen"
4;"04324";"04.3.2.4";"000";"Dienstleistungen von Malern"
4;"04324";"04.3.2.4";"001";"Umfasst:"
4;"04324";"04.3.2.4";"002";"- Vorbereitung der Oberflächen von Gebäuden und anderen Bauwerken zum Anstreichen, Aufbringen von Schutzanstrichen und dekorativen Anstrichen, oder Tapezieren u.ä. von Innenwänden und Decken"
4;"04324";"04.3.2.4";"003";"Umfasst auch:"
4;"04324";"04.3.2.4";"003.001";"Dienstleistungen von Tapezierern"
4;"04325";"04.3.2.5";"000";"Dienstleistungen von Zimmerern"
4;"04325";"04.3.2.5";"001";"Umfasst:"
4;"04325";"04.3.2.5";"001.001";"Fräsen, Gestalten, Montage, Errichtung, Instandhaltung und Reparatur verschiedener Einrichtungen aus Holz und anderer Materialen"
4;"04325";"04.3.2.5";"002";"Umfasst auch:"
4;"04325";"04.3.2.5";"002.001";"Dienstleistungen von Bodenschleifern"
4;"04329";"04.3.2.9";"000";"Andere Dienstleistungen für Instandhaltung und Reparatur von Wohnungen"
4;"04329";"04.3.2.9";"001";"Umfasst:"
4;"04329";"04.3.2.9";"001.001";"Dämmarbeiten"
4;"04329";"04.3.2.9";"001.002";"Zaunerrichtung und Geländerinstallation"
4;"04329";"04.3.2.9";"001.003";"Verputzarbeiten"
4;"04329";"04.3.2.9";"001.004";"Fliesenlegen"
4;"04329";"04.3.2.9";"001.005";"Terrazzo-, Marmor-, Granit- und Schieferarbeiten"
4;"04329";"04.3.2.9";"001.006";"Ornamentierungsarbeiten"
4;"04329";"04.3.2.9";"001.007";"Innenausstattungsleistungen"
2;"044";"04.4";"000";"Wasserversorgung und andere Dienstleistungen im Zusammenhang mit der Wohnung"
2;"044";"04.4";"001";"Umfasst nicht:"
2;"044";"04.4";"001.001";"Desinfektion und Schädlingsbekämpfung (s. 05.6.2)"
3;"0441";"04.4.1";"000";"Wasserversorgung"
3;"0441";"04.4.1";"001";"Umfasst:"
3;"0441";"04.4.1";"001.001";"Wasserversorgung"
3;"0441";"04.4.1";"002";"Umfasst auch:"
3;"0441";"04.4.1";"002.001";"Zugehörige Ausgaben wie Zählermiete, Zählerablesen, feste Gebühren usw."
3;"0441";"04.4.1";"003";"Umfasst nicht:"
3;"0441";"04.4.1";"003.001";"Trinkwasser in Flaschen oder Behältern (s. 01.2.2)"
3;"0441";"04.4.1";"003.002";"Versorgung mit Warmwasser oder Dampf von Fernheizkraftwerken (s. 04.5.5)"
4;"04410";"04.4.1.0";"000";"Wasserversorgung"
4;"04410";"04.4.1.0";"001";"Umfasst:"
4;"04410";"04.4.1.0";"001.001";"Wasserversorgung"
4;"04410";"04.4.1.0";"002";"Umfasst auch:"
4;"04410";"04.4.1.0";"002.001";"Zugehörige Ausgaben wie Zählermiete, Zählerablesen, feste Gebühren usw."
4;"04410";"04.4.1.0";"003";"Umfasst nicht:"
4;"04410";"04.4.1.0";"003.001";"Trinkwasser in Flaschen oder Behältern (s. 01.2.2.1)"
4;"04410";"04.4.1.0";"003.002";"Versorgung mit Warmwasser oder Dampf von Fernheizkraftwerken (s. 04.5.5.0)"
3;"0442";"04.4.2";"000";"Müllabfuhr"
3;"0442";"04.4.2";"001";"Umfasst:"
3;"0442";"04.4.2";"001.001";"Müllabfuhr und Beseitigung"
4;"04420";"04.4.2.0";"000";"Müllabfuhr"
4;"04420";"04.4.2.0";"001";"Umfasst:"
4;"04420";"04.4.2.0";"001.001";"Müllabfuhr und Beseitigung"
3;"0443";"04.4.3";"000";"Abwasserentsorgung"
3;"0443";"04.4.3";"001";"Umfasst:"
3;"0443";"04.4.3";"001.001";"Abwasserentsorgung und Beseitigung"
4;"04430";"04.4.3.0";"000";"Abwasserentsorgung"
4;"04430";"04.4.3.0";"001";"Umfasst:"
4;"04430";"04.4.3.0";"001.001";"Abwasserentsorgung und Beseitigung"
3;"0444";"04.4.4";"000";"Andere Dienstleistungen im Zusammenhang mit der Wohnung, a.n.g."
3;"0444";"04.4.4";"001";"Umfasst:"
3;"0444";"04.4.4";"001.001";"Miteigentümergebühren für Haus- und Gartenpflege, Treppenhausreinigung, Heizung und Beleuchtung, Wartung von Aufzügen und Müllschluckern usw. in Mehrfamilienhäusern"
3;"0444";"04.4.4";"001.002";"Wachdienste"
3;"0444";"04.4.4";"001.003";"Schneeräumung und Schornstein-/Rauchfangreinigung"
3;"0444";"04.4.4";"002";"Umfasst nicht:"
3;"0444";"04.4.4";"002.001";"Wasserversorgung (s. 04.4.1)"
3;"0444";"04.4.4";"002.002";"Müllabfuhr (s. 04.4.2)"
3;"0444";"04.4.4";"002.003";"Abwasserentsorgung (s. 04.4.3)"
3;"0444";"04.4.4";"002.004";"Strom, Gas u.a. Brennstoffe (s. 04.5)"
3;"0444";"04.4.4";"002.005";"Dienstleistungen von Fensterputzern, Desinfektoren, Kammerjägern u.Ä. (s. 05.6.2)"
3;"0444";"04.4.4";"002.006";"Leibwächter (s. 12.7.0)"
4;"04441";"04.4.4.1";"000";"Instandhaltungsgebühren in Mehrfamilienhäusern"
4;"04441";"04.4.4.1";"001";"Umfasst:"
4;"04441";"04.4.4.1";"001.001";"Miteigentümergebühren für Haus- und Gartenpflege, Treppenhausreinigung, Heizung und Beleuchtung, Wartung von Aufzügen und Müllschluckern usw. in Mehrfamilienhäusern"
4;"04441";"04.4.4.1";"002";"Umfasst nicht:"
4;"04441";"04.4.4.1";"002.001";"Dienstleistungen von Fensterputzern, Desinfektoren, Kammerjägern u.Ä. (s. 05.6.2.9)"
4;"04441";"04.4.4.1";"002.002";"Leibwächter (s. 12.7.0.4)"
4;"04442";"04.4.4.2";"000";"Wachdienste"
4;"04442";"04.4.4.2";"001";"Umfasst:"
4;"04442";"04.4.4.2";"001.001";"Wachdienste"
4;"04442";"04.4.4.2";"002";"Umfasst nicht:"
4;"04442";"04.4.4.2";"002.001";"Leibwächter (s. 12.7.0.4)"
4;"04449";"04.4.4.9";"000";"Andere Dienstleistungen im Zusammenhang mit der Wohnung"
4;"04449";"04.4.4.9";"001";"Umfasst:"
4;"04449";"04.4.4.9";"001.001";"Straßenreinigung und Schornstein-/Rauchfangreinigung"
4;"04449";"04.4.4.9";"001.002";"Schneeräumung"
2;"045";"04.5";"000";"Strom, Gas u.a. Brennstoffe"
3;"0451";"04.5.1";"000";"Strom"
3;"0451";"04.5.1";"001";"Umfasst:"
3;"0451";"04.5.1";"001.001";"Strom"
3;"0451";"04.5.1";"002";"Umfasst auch:"
3;"0451";"04.5.1";"002.001";"Zugehörige Ausgaben wie Zählermiete, Zählerablesen, feste Gebühren usw."
3;"0451";"04.5.1";"003";"Umfasst nicht:"
3;"0451";"04.5.1";"003.001";"Umgelegte Stromkosten, z.B. für Treppenhausbeleuchtung (s. 04.4.4)"
4;"04510";"04.5.1.0";"000";"Strom"
4;"04510";"04.5.1.0";"001";"Umfasst:"
4;"04510";"04.5.1.0";"001.001";"Strom"
4;"04510";"04.5.1.0";"002";"Umfasst auch:"
4;"04510";"04.5.1.0";"002.001";"Zugehörige Ausgaben wie Zählermiete, Zählerablesen, feste Gebühren usw."
3;"0452";"04.5.2";"000";"Gas"
3;"0452";"04.5.2";"001";"Umfasst:"
3;"0452";"04.5.2";"001.001";"Erdgas"
3;"0452";"04.5.2";"001.002";"Flüssiggas, z.B. Butangas, Propangas usw."
3;"0452";"04.5.2";"002";"Umfasst auch:"
3;"0452";"04.5.2";"002.001";"Zugehörige Ausgaben wie Zählermiete, Zählerablesen, Lagerbehälter, feste Gebühren usw."
4;"04521";"04.5.2.1";"000";"Erdgas"
4;"04521";"04.5.2.1";"001";"Umfasst:"
4;"04521";"04.5.2.1";"001.001";"Zugehörige Ausgaben wie Zählermiete, Zählerablesen, feste Gebühren usw."
4;"04522";"04.5.2.2";"000";"Flüssiggas, z.B. Butangas, Propangas usw."
4;"04522";"04.5.2.2";"001";"Umfasst:"
4;"04522";"04.5.2.2";"001.001";"Zugehörige Ausgaben wie Lagerbehälter, feste Gebühren usw."
4;"04522";"04.5.2.2";"002";"Umfasst nicht:"
4;"04522";"04.5.2.2";"002.001";"Campinggas in Gasflaschen mit weniger als 50 kg (s. 09.3.2.2)"
3;"0453";"04.5.3";"000";"Flüssige Brennstoffe (ohne Kraftstoffe)"
3;"0453";"04.5.3";"001";"Umfasst:"
3;"0453";"04.5.3";"001.001";"Heizöle und Brennöle"
4;"04530";"04.5.3.0";"000";"Flüssige Brennstoffe (ohne Kraftstoffe)"
4;"04530";"04.5.3.0";"001";"Umfasst:"
4;"04530";"04.5.3.0";"001.001";"Heizöle und Brennöle"
3;"0454";"04.5.4";"000";"Feste Brennstoffe"
3;"0454";"04.5.4";"001";"Umfasst:"
3;"0454";"04.5.4";"001.001";"Kohle, Koks, Briketts, Pellets, Brennholz, Holzkohle, Torf u.a."
4;"04541";"04.5.4.1";"000";"Kohle"
4;"04541";"04.5.4.1";"001";"Umfasst:"
4;"04541";"04.5.4.1";"002";"- Kohle"
4;"04549";"04.5.4.9";"000";"Andere feste Brennstoffe"
4;"04549";"04.5.4.9";"001";"Umfasst:"
4;"04549";"04.5.4.9";"001.001";"Koks, Briketts, Pellets, Brennholz, Holzkohle, Torf u.a."
3;"0455";"04.5.5";"000";"Fernwärme"
3;"0455";"04.5.5";"001";"Umfasst:"
3;"0455";"04.5.5";"001.001";"Warmwasser und Dampf von Fernheizkraftwerken"
3;"0455";"04.5.5";"002";"Umfasst auch:"
3;"0455";"04.5.5";"002.001";"Zugehörige Ausgaben wie Zählermiete, Zählerablesen, feste Gebühren usw."
3;"0455";"04.5.5";"002.002";"Eis für Kühl- und Gefrierzwecke"
4;"04550";"04.5.5.0";"000";"Fernwärme"
4;"04550";"04.5.5.0";"001";"Umfasst:"
4;"04550";"04.5.5.0";"001.001";"Warmwasser und Dampf von Fernheizkraftwerken"
4;"04550";"04.5.5.0";"002";"Umfasst auch:"
4;"04550";"04.5.5.0";"002.001";"Zugehörige Ausgaben wie Zählermiete, Zählerablesen, feste Gebühren usw."
4;"04550";"04.5.5.0";"002.002";"Eis für Kühl- und Gefrierzwecke"
1;"05";"05.";"000";"EINRICHTUNGSGEGENSTÄNDE (MÖBEL), APPARATE, GERÄTE UND AUSRÜSTUNGEN FÜR DEN HAUSHALT SOWIE DEREN INSTANDHALTUNG"
2;"051";"05.1";"000";"Möbel, Innenausstattung, Teppiche u.a. Bodenbeläge"
3;"0511";"05.1.1";"000";"Möbel und Einrichtungsgegenstände"
3;"0511";"05.1.1";"001";"Umfasst:"
3;"0511";"05.1.1";"001.001";"Betten, Sofas, Couches, Tische, Sessel, Schränke, Kommoden und Bücherregale"
3;"0511";"05.1.1";"001.002";"Zwischenwände, Faltteiler und sonstige Möbel und Zubehör"
3;"0511";"05.1.1";"001.003";"Beleuchtungsausstattung wie Deckenleuchten, Stehlampen, Lampenkugeln und Nachtischlampen"
3;"0511";"05.1.1";"001.004";"Bilder, Skulpturen, Stiche, Wandteppiche und andere Kunstgegenstände einschließlich Reproduktionen von Kunstwerken und anderen Ornamenten"
3;"0511";"05.1.1";"001.005";"Lichtblenden, Faltwände und andere Möbel und Einrichtungsgegenstände"
3;"0511";"05.1.1";"002";"Umfasst auch:"
3;"0511";"05.1.1";"002.001";"Lieferung und Installation"
3;"0511";"05.1.1";"002.002";"Matratzenunterlagen, Matratzen, Tatamis"
3;"0511";"05.1.1";"002.003";"Badezimmerschränke"
3;"0511";"05.1.1";"002.004";"Babymöbel wie Wiegen, Hochstühle und Laufställe"
3;"0511";"05.1.1";"002.005";"Rolljalousien, außer aus Stoff (s. 05.2.0)"
3;"0511";"05.1.1";"002.006";"Camping- und Gartenmöbel, außer Sonnenschutzvorrichtungen (s. 05.2.0)"
3;"0511";"05.1.1";"002.007";"Spiegel"
3;"0511";"05.1.1";"002.008";"Kerzenhalter und Kerzenleuchter"
3;"0511";"05.1.1";"003";"Umfasst nicht:"
3;"0511";"05.1.1";"003.001";"Bettwaren und Sonnenschirme (s. 05.2.0)"
3;"0511";"05.1.1";"003.002";"Geldschränke (s. 05.3.1)"
3;"0511";"05.1.1";"003.003";"Glas- und Keramikwaren (s. 05.4.0)"
3;"0511";"05.1.1";"003.004";"Uhren (s. 12.3.1)"
3;"0511";"05.1.1";"003.005";"Wandthermometer und Wandbarometer (s. 12.3.2)"
3;"0511";"05.1.1";"003.006";"Tragbare Kinderbetten und Buggis (s. 12.3.2)"
3;"0511";"05.1.1";"003.007";"Kunstgegenstände und Antikmöbel, als Wertanlage erworben (Investitionen)"
4;"05111";"05.1.1.1";"000";"Wohnmöbel"
4;"05111";"05.1.1.1";"001";"Umfasst:"
4;"05111";"05.1.1.1";"001.001";"Sofas, Couches, Tische, Sessel, Schränke, Kommoden und Bücherregale"
4;"05111";"05.1.1.1";"002";"- Betten, Matratzen, Matratzenunterlagen (Tatamis), Kleiderschränke, Nachtkästchen, Nachttische"
4;"05111";"05.1.1.1";"002.001";"Küchentische und -stühle, Küchenschränke und -arbeitsflächen"
4;"05111";"05.1.1.1";"002.002";"Badezimmermöbel"
4;"05111";"05.1.1.1";"003";"Umfasst nicht:"
4;"05111";"05.1.1.1";"003.001";"Antikmöbel, die als Wertanlage erworben werden (Investitionen)"
4;"05111";"05.1.1.1";"003.002";"Stockbetten, Babymöbel wie Wiegen, Hochstühle und Laufställe (s. 05.1.1.9)"
4;"05112";"05.1.1.2";"000";"Gartenmöbel"
4;"05112";"05.1.1.2";"001";"Umfasst:"
4;"05112";"05.1.1.2";"002";"- Gartenmöbel"
4;"05113";"05.1.1.3";"000";"Beleuchtungsausstattung"
4;"05113";"05.1.1.3";"001";"Umfasst:"
4;"05113";"05.1.1.3";"001.001";"Beleuchtungsausstattung wie Deckenleuchten, Stehlampen, Lampenkugeln und Nachtischlampen"
4;"05119";"05.1.1.9";"000";"Andere Möbel und Einrichtungsgegenstände"
4;"05119";"05.1.1.9";"001";"Umfasst:"
4;"05119";"05.1.1.9";"001.001";"Stockbetten, Babymöbel wie Wiegen, Hochstühle und Laufställe"
4;"05119";"05.1.1.9";"001.002";"Bilder, Skulpturen, Stiche, Wandteppiche und andere Kunstgegenstände einschließlich Reproduktionen von Kunstwerken und anderen Ornamenten"
4;"05119";"05.1.1.9";"001.003";"Lichtblenden, Faltwände, Jalousien, Spiegel, Kerzenhalter und Kerzenleuchter"
4;"05119";"05.1.1.9";"002";"Umfasst nicht:"
4;"05119";"05.1.1.9";"002.001";"Bettwaren und Sonnenschirme (s. 05.2.0.9)"
4;"05119";"05.1.1.9";"002.002";"Geldschränke (s. 05.3.1.9)"
4;"05119";"05.1.1.9";"002.003";"Glas- und Keramikwaren (s. 05.4.0.1)"
4;"05119";"05.1.1.9";"002.004";"Uhren (s. 12.3.1.2)"
4;"05119";"05.1.1.9";"002.005";"Wandthermometer und Wandbarometer (s. 12.3.2.9)"
4;"05119";"05.1.1.9";"002.006";"Tragbare Kinderbetten und Buggis (s. 12.3.2.2)"
4;"05119";"05.1.1.9";"002.007";"Kunstgegenstände und Antikmöbel, die als Wertanlage erworben werden (Investitionen)"
3;"0512";"05.1.2";"000";"Teppiche u.a. Bodenbeläge"
3;"0512";"05.1.2";"001";"Umfasst:"
3;"0512";"05.1.2";"001.001";"Teppiche, Textilbeläge, Linoleumbeläge und andere Bodenbeläge"
3;"0512";"05.1.2";"002";"Umfasst auch:"
3;"0512";"05.1.2";"002.001";"Verlegen von Bodenbelägen"
3;"0512";"05.1.2";"003";"Umfasst nicht:"
3;"0512";"05.1.2";"003.001";"Bodenplatten und keramische Bodenfliesen (s. 04.3.1)"
3;"0512";"05.1.2";"003.002";"Bade-, Flecht- und Türmatten (s. 05.2.0)"
3;"0512";"05.1.2";"003.003";"Antikteppiche, die als Wertanlage erworben werden (Investitionen)"
4;"05121";"05.1.2.1";"000";"Teppiche und Vorleger"
4;"05121";"05.1.2.1";"001";"Umfasst:"
4;"05121";"05.1.2.1";"001.001";"Teppiche"
4;"05121";"05.1.2.1";"002";"Umfasst nicht:"
4;"05121";"05.1.2.1";"002.001";"Dienstleistungen des Verlegens von Teppichen und Bodenbelägen (s. 05.1.2.3)"
4;"05121";"05.1.2.1";"002.002";"Bade-, Flecht- und Türmatten (s. 05.2.0.9)"
4;"05121";"05.1.2.1";"002.003";"Antikteppiche, die als Wertanlage erworben werden (Investitionen)"
4;"05122";"05.1.2.2";"000";"Andere Bodenbeläge"
4;"05122";"05.1.2.2";"001";"Umfasst:"
4;"05122";"05.1.2.2";"001.001";"Elastische Bodenbeläge, z.B. Vinyl, Linoleum usw."
4;"05122";"05.1.2.2";"002";"Umfasst nicht:"
4;"05122";"05.1.2.2";"002.001";"Verlegen von Bodenbelägen (s. 05.1.2.3)"
4;"05123";"05.1.2.3";"000";"Dienstleistungen des Verlegens von Teppichen und Bodenbelägen"
4;"05123";"05.1.2.3";"001";"Umfasst:"
4;"05123";"05.1.2.3";"001.001";"Dienstleistungen des Verlegens von Teppichen und Bodenbelägen"
3;"0513";"05.1.3";"000";"Reparaturen an Möbeln, Einrichtungsgegenständen und Bodenbelägen"
3;"0513";"05.1.3";"001";"Umfasst:"
3;"0513";"05.1.3";"001.001";"Reparaturen an Möbeln, Einrichtungsgegenständen und Bodenbelägen (Lohn- und Materialkosten)"
3;"0513";"05.1.3";"002";"Umfasst auch:"
3;"0513";"05.1.3";"002.001";"Restaurierung von Kunstwerken, Antikmöbel und Antikteppichen, die nicht als Wertanlage (Investitionen) gelten"
3;"0513";"05.1.3";"003";"Umfasst nicht:"
3;"0513";"05.1.3";"003.001";"Käufe von Materialien für vom Haushalt selbst durchgeführte Reparaturen (s. 05.1.1) oder (s. 05.1.2)"
3;"0513";"05.1.3";"003.002";"Lieferung und Installation von Möbeln und Einrichtungsgegenständen (s. 05.1.1)"
3;"0513";"05.1.3";"003.003";"Verlegen von Bodenbelägen (s. 05.1.2)"
3;"0513";"05.1.3";"003.004";"Reinigung von Teppichen (s. 05.6.2)"
3;"0513";"05.1.3";"003.005";"Restaurierung von Antikmöbeln, Kunstwerken und Teppichen, die als Investitionen gelten"
4;"05130";"05.1.3.0";"000";"Reparaturen an Möbeln, Einrichtungsgegenständen und Bodenbelägen"
4;"05130";"05.1.3.0";"001";"Umfasst:"
4;"05130";"05.1.3.0";"001.001";"Reparaturen an Möbeln, Einrichtungsgegenständen und Bodenbelägen (Lohn- und Materialkosten)"
4;"05130";"05.1.3.0";"002";"Umfasst auch:"
