"Ebene";"EDV-Code";"Code";"Ebene Erl.";"Titel/Erläuterungstext"
4;"03220";"03.2.2.0";"000";"Repair and hire of footwear"
4;"03220";"03.2.2.0";"001";"Includes:"
4;"03220";"03.2.2.0";"001.001";"repair of footwear"
4;"03220";"03.2.2.0";"001.002";"shoe-cleaning services"
4;"03220";"03.2.2.0";"001.003";"hire of footwear"
4;"03220";"03.2.2.0";"002";"Also includes:"
4;"03220";"03.2.2.0";"002.001";"total value of the repair service (that is, both the cost of labour and the cost of materials are covered)"
4;"03220";"03.2.2.0";"003";"Excludes:"
4;"03220";"03.2.2.0";"003.001";"parts of footwear, such as heels, soles, etc., purchased by households with the intention of undertaking the repair themselves (s. 03.2.1)"
4;"03220";"03.2.2.0";"003.002";"polishes, creams and other shoe-cleaning articles (s. 05.6.1.1)"
4;"03220";"03.2.2.0";"003.003";"repair of game-specific footwear (ski boots, football boots, golfing shoes and other such footwear fitted with ice-skates, rollers, spikes, studs, etc.) (s. 09.3.2.3)"
4;"03220";"03.2.2.0";"003.004";"hire of game-specific footwear (ski boots, football boots, golfing shoes and other such footwear fitted with ice-skates, rollers,spikes, studs, etc.) (s. 09.4.1.2)"
1;"04";"04.";"000";"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS"
2;"041";"04.1";"000";"Actual rentals for housing"
2;"041";"04.1";"001";"Rentals normally include payment for the use of the land on which the property stands, the dwelling occupied, the fixtures and fittings for heating, plumbing, lighting, etc., and, in the case of a dwelling let furnished, the furniture."
2;"041";"04.1";"002";"Rentals also include payment for the use of a garage to provide parking in connection with the dwelling. The garage does not have to be physically contiguous to the dwelling; nor does it have to be leased from the same landlord."
2;"041";"04.1";"003";"Rentals do not include payment for the use of garages or parking spaces not providing parking in connection with the dwelling (s. 07.2.4). Nor do they include charges for water supply (s. 04.4.1), refuse collection (s. 04.4.2) and sewage collection (s. 04.4.3); co-proprietor charges for caretaking, gardening, stairwell cleaning, heating and lighting, maintenance of lifts and refuse disposal chutes, etc. in multi-occupied buildings (s. 04.4.4); charges for electricity (s. 04.5.1) and gas (s. 04.5.2); charges for heating and hot water supplied by district heating plants (s. 04.5.5)."
3;"0411";"04.1.1";"000";"Actual rentals paid by tenants"
3;"0411";"04.1.1";"001";"Includes:"
3;"0411";"04.1.1";"001.001";"rentals actually paid by tenants or subtenants occupying unfurnished or furnished premises as their main residence"
3;"0411";"04.1.1";"002";"Excludes:"
3;"0411";"04.1.1";"002.001";"accommodation services of educational establishments and hostels (s. 11.2.0) and of retirement homes for elderly persons (s. 12.4.0)"
3;"0411";"04.1.1";"002.002";"Garage rentals (s. 04.1.2.2)"
4;"04110";"04.1.1.0";"000";"Actual rentals paid by tenants"
4;"04110";"04.1.1.0";"001";"Includes:"
4;"04110";"04.1.1.0";"001.001";"rentals actually paid by tenants or subtenants occupying unfurnished or furnished premises as their main residence"
4;"04110";"04.1.1.0";"002";"Also includes:"
4;"04110";"04.1.1.0";"002.001";"payments by households occupying a room in a hotel or boarding house as their main residence"
4;"04110";"04.1.1.0";"003";"Excludes:"
4;"04110";"04.1.1.0";"003.001";"garage rentals (s. 04.1.2.2)"
4;"04110";"04.1.1.0";"003.002";"accommodation services of educational establishments and hostels (s. 11.2.0.3) and of retirement homes for elderly persons (s. 12.4.0.2)"
3;"0412";"04.1.2";"000";"Other actual rentals"
3;"0412";"04.1.2";"001";"Includes:"
3;"0412";"04.1.2";"001.001";"Rentals actually paid for secondary residences."
3;"0412";"04.1.2";"002";"Excludes:"
3;"0412";"04.1.2";"002.001";"accommodation services of holiday villages and holiday centres (s. 11.2.0)"
4;"04121";"04.1.2.1";"000";"Actual rentals paid by tenants for secondary residences"
4;"04121";"04.1.2.1";"001";"Includes:"
4;"04121";"04.1.2.1";"001.001";"rentals actually paid for secondary residences"
4;"04121";"04.1.2.1";"002";"Excludes:"
4;"04121";"04.1.2.1";"002.001";"accommodation services of holiday villages and holiday centres (s. 11.2.0.2)"
4;"04122";"04.1.2.2";"000";"Garage rentals and other rentals paid by tenants"
4;"04122";"04.1.2.2";"000.002";"rentals also include payment for the use of a garage to provide parking in connection with the dwelling. The garage does not have to be physically contiguous to the dwelling, nor does it have to be leased from the same landlord."
4;"04122";"04.1.2.2";"001";"Excludes:"
4;"04122";"04.1.2.2";"001.001";"payment for the use of garages or parking spaces not providing parking in connection with the dwelling (s. 07.2.4)"
2;"042";"04.2";"000";"Imputed rentals for housing"
3;"0421";"04.2.1";"000";"Imputed rentals of owner-occupiers"
3;"0421";"04.2.1";"001";"Includes:"
3;"0421";"04.2.1";"001.001";"imputed rentals of owners occupying their main residence"
4;"04210";"04.2.1.0";"000";"Imputed rentals of owner-occupiers"
4;"04210";"04.2.1.0";"001";"Includes:"
4;"04210";"04.2.1.0";"001.001";"imputed rentals of owners occupying their main residence"
3;"0422";"04.2.2";"000";"Other imputed rentals"
3;"0422";"04.2.2";"001";"Includes:"
3;"0422";"04.2.2";"001.001";"imputed rentals for secondary residences"
3;"0422";"04.2.2";"001.002";"imputed rentals of households paying a reduced rental or housed free"
4;"04220";"04.2.2.0";"000";"Other imputed rentals"
4;"04220";"04.2.2.0";"001";"Includes:"
4;"04220";"04.2.2.0";"001.001";"imputed rentals for secondary residences"
4;"04220";"04.2.2.0";"001.002";"imputed rentals of households paying a reduced rental or housed free"
2;"043";"04.3";"000";"Maintenance and repair of the dwelling"
2;"043";"04.3";"001";"Maintenance and repair of dwellings are distinguished by two features:"
2;"043";"04.3";"002";"1st: they are activities that have to be undertaken regularly in order to maintain the dwelling in good working order"
2;"043";"04.3";"003";"2nd: they do not change the dwelling's performance, capacity or expected service life"
2;"043";"04.3";"004";"There are two types of maintenance and repair of dwellings:"
2;"043";"04.3";"004.001";"those which are minor, such as interior decoration and repairs to fittings, and which are commonly carried out by both tenants and owners"
2;"043";"04.3";"004.002";"and those which are major, such as replastering walls or repairing roofs, and which are carried out by owners only."
2;"043";"04.3";"005";"Only expenditures which tenants and owner-occupiers incur on materials and services for minor maintenance and repair are part of individual consumption expenditure of households. Expenditures which owner-occupiers incur on materials and services for major maintenance and repair are not part of individual consumption expenditure of households."
2;"043";"04.3";"006";"Purchases of materials made by tenants or owner-occupiers with the intention of undertaking the maintenance or repair themselves should be shown under (s. 04.3.1). If tenants or owner-occupiers pay an enterprise to carry out the maintenance or repair, the total value of the service, including the costs of the materials used, should be shown under (s. 04.3.2)."
3;"0431";"04.3.1";"000";"Materials for the maintenance and repair of the dwelling"
3;"0431";"04.3.1";"001";"Includes:"
3;"0431";"04.3.1";"001.001";"products and materials, such as paints and varnishes, renderings, wallpapers, fabric wall coverings, window panes, plaster, cement, putty, wallpaper pastes, etc., purchased for minor maintenance and repair of the dwelling"
3;"0431";"04.3.1";"002";"Also includes:"
3;"0431";"04.3.1";"002.001";"small plumbing items (pipes, taps, joints, etc.), surfacing materials (floorboards, ceramic tiles, etc.) and brushes and scrapers for paint, varnish and wallpaper."
3;"0431";"04.3.1";"003";"Excludes:"
3;"0431";"04.3.1";"003.001";"fitted carpets and linoleum (s. 05.1.2)"
3;"0431";"04.3.1";"003.002";"hand tools, door fittings, power sockets, wiring flex and lamp bulbs (s. 05.5.2)"
3;"0431";"04.3.1";"003.003";"brooms, scrubbing brushes, dusting brushes and cleaning products (s. 05.6.1)"
3;"0431";"04.3.1";"003.004";"products, materials and fixtures used for major maintenance and repair (intermediate consumption) or for extension and conversion of the dwelling (capital formation)"
4;"04310";"04.3.1.0";"000";"Materials for the maintenance and repair of the dwelling"
4;"04310";"04.3.1.0";"001";"Includes:"
4;"04310";"04.3.1.0";"001.001";"products and materials, such as paints and varnishes, renderings, wallpapers, fabric wall coverings, window panes, plaster, cement, putty, wallpaper pastes, etc., purchased for minor maintenance and repair of the dwelling"
4;"04310";"04.3.1.0";"002";"Also includes:"
4;"04310";"04.3.1.0";"002.001";"small plumbing items (pipes, taps, joints, etc.), surfacing materials (floorboards, ceramic tiles, etc.) and brushes and scrapers for paint, varnish and wallpaper"
4;"04310";"04.3.1.0";"003";"Excludes:"
4;"04310";"04.3.1.0";"003.001";"fitted carpets and linoleum (s. 05.1.2.2)"
4;"04310";"04.3.1.0";"003.002";"hand tools, door fittings, power sockets, wiring flex and lamp bulbs (s. 05.5.2.1, 05.5.2.2)"
4;"04310";"04.3.1.0";"003.003";"brooms, scrubbing brushes, dusting brushes and cleaning products (s. 05.6.1)"
4;"04310";"04.3.1.0";"003.004";"products, materials and fixtures used for major maintenance and repair (intermediate consumption) or for extension and conversion of the dwelling (capital formation)"
3;"0432";"04.3.2";"000";"Services for the maintenance and repair of the dwelling"
3;"0432";"04.3.2";"001";"Includes:"
3;"0432";"04.3.2";"001.001";"services of plumbers, electricians, carpenters, glaziers, painters, decorators, floor polishers, etc. engaged for minor maintenance and repair of the dwelling"
3;"0432";"04.3.2";"002";"Also includes:"
3;"0432";"04.3.2";"002.001";"total value of the service (that is, both the cost of labour and the cost of materials are covered)"
3;"0432";"04.3.2";"003";"Excludes:"
3;"0432";"04.3.2";"003.001";"separate purchases of materials made by households with the intention of undertaking the maintenance or repair themselves (s. 04.3.1)"
3;"0432";"04.3.2";"003.002";"services engaged for major maintenance and repair (intermediate consumption) or for extension and conversion of the dwelling (capital formation)"
4;"04321";"04.3.2.1";"000";"Services of plumbers"
4;"04321";"04.3.2.1";"001";"Includes:"
4;"04321";"04.3.2.1";"001.001";"assembly, installation, repair and maintenance of pipe systems, drains, gutters, ducts, mechanical services and related fittings and fixtures for water, gas"
4;"04322";"04.3.2.2";"000";"Services of electricians"
4;"04322";"04.3.2.2";"001";"Includes:"
4;"04322";"04.3.2.2";"001.001";"maintenance and repair electrical wiring systems and related equipment and fixtures"
4;"04323";"04.3.2.3";"000";"Maintenance services for heating systems"
4;"04323";"04.3.2.3";"001";"Includes:"
4;"04323";"04.3.2.3";"001.001";"maintenance and repair of heating systems"
4;"04324";"04.3.2.4";"000";"Services of painters"
4;"04324";"04.3.2.4";"001";"Includes:"
4;"04324";"04.3.2.4";"001.001";"preparation of surfaces of buildings and other structures for painting, apply protective and decorative coats of paint or similar materials, or cover interior walls and ceilings of buildings with wallpaper or other finishes"
4;"04324";"04.3.2.4";"002";"Also includes:"
4;"04324";"04.3.2.4";"002.001";"services of decorators"
4;"04325";"04.3.2.5";"000";"Services of carpenters"
4;"04325";"04.3.2.5";"001";"Includes:"
4;"04325";"04.3.2.5";"001.001";"cutting, shaping, assembly, erection, maintenance and repair of various types of structures and fittings made from wood and other materials"
4;"04325";"04.3.2.5";"002";"Also includes:"
4;"04325";"04.3.2.5";"002.001";"floor-polishers"
4;"04329";"04.3.2.9";"000";"Other services for maintenance and repair of the dwelling"
4;"04329";"04.3.2.9";"001";"Includes:"
4;"04329";"04.3.2.9";"001.001";"insulation works"
4;"04329";"04.3.2.9";"001.002";"fencing and railing installation works"
4;"04329";"04.3.2.9";"001.003";"plastering works"
4;"04329";"04.3.2.9";"001.004";"tiling works"
4;"04329";"04.3.2.9";"001.005";"terrazzo, marble, granite and slate works"
4;"04329";"04.3.2.9";"001.006";"ornamentation fitting works"
4;"04329";"04.3.2.9";"001.007";"interior design services"
2;"044";"04.4";"000";"Water supply and miscellaneous services relating to the dwelling"
3;"0441";"04.4.1";"000";"Water supply"
3;"0441";"04.4.1";"001";"Includes:"
3;"0441";"04.4.1";"001.001";"water supply"
3;"0441";"04.4.1";"002";"Also includes:"
3;"0441";"04.4.1";"002.001";"associated expenditure such as hire of meters, reading of meters, standing charges, etc."
3;"0441";"04.4.1";"003";"Excludes:"
3;"0441";"04.4.1";"003.001";"drinking water sold in bottles or containers (s. 01.2.2)"
3;"0441";"04.4.1";"003.002";"hot water or steam purchased from district heating plants (s. 04.5.5)"
4;"04410";"04.4.1.0";"000";"Water supply"
4;"04410";"04.4.1.0";"001";"Includes:"
4;"04410";"04.4.1.0";"001.001";"water supply"
4;"04410";"04.4.1.0";"002";"Also includes:"
4;"04410";"04.4.1.0";"002.001";"associated expenditure such as hire of meters, reading of meters, standing charges, etc."
4;"04410";"04.4.1.0";"003";"Excludes:"
4;"04410";"04.4.1.0";"003.001";"drinking water sold in bottles or containers (s. 01.2.2.1)"
4;"04410";"04.4.1.0";"003.002";"hot water or steam purchased from district heating plants (s. 04.5.5.0)"
3;"0442";"04.4.2";"000";"Refuse collection"
3;"0442";"04.4.2";"001";"Includes:"
3;"0442";"04.4.2";"001.001";"refuse collection and disposal"
4;"04420";"04.4.2.0";"000";"Refuse collection"
4;"04420";"04.4.2.0";"001";"Includes:"
4;"04420";"04.4.2.0";"001.001";"refuse collection and disposal"
3;"0443";"04.4.3";"000";"Sewage collection"
3;"0443";"04.4.3";"001";"Includes:"
3;"0443";"04.4.3";"001.001";"sewage collection and disposal"
4;"04430";"04.4.3.0";"000";"Sewage collection"
4;"04430";"04.4.3.0";"001";"Includes:"
4;"04430";"04.4.3.0";"001.001";"sewage collection and disposal"
3;"0444";"04.4.4";"000";"Other services relating to the dwelling n.e.c."
3;"0444";"04.4.4";"001";"Includes:"
3;"0444";"04.4.4";"001.001";"co-proprietor charges for caretaking, gardening, stairwell cleaning, heating and lighting, maintenance of lifts and refuse disposal chutes, etc. in multi-occupied buildings"
3;"0444";"04.4.4";"001.002";"security services"
3;"0444";"04.4.4";"001.003";"snow removal and chimney sweeping"
3;"0444";"04.4.4";"002";"Excludes:"
3;"0444";"04.4.4";"002.001";"household services such as window cleaning, disinfecting, fumigation and pest extermination (s. 05.6.2)"
3;"0444";"04.4.4";"002.002";"bodyguards (s. 12.7.0)"
4;"04441";"04.4.4.1";"000";"Maintenance charges in multi-occupied buildings"
4;"04441";"04.4.4.1";"001";"Includes:"
4;"04441";"04.4.4.1";"001.001";"co-proprietor charges for caretaking, gardening, stairwell cleaning, heating and lighting, maintenance of lifts and refuse disposal chutes, etc. in multi-occupied buildings"
4;"04441";"04.4.4.1";"002";"Excludes:"
4;"04441";"04.4.4.1";"002.001";"household services such as window cleaning, disinfecting, fumigation and pest extermination (s. 05.6.2.9)"
4;"04441";"04.4.4.1";"002.002";"bodyguards (s. 12.7.0.4)"
4;"04442";"04.4.4.2";"000";"Security services"
4;"04442";"04.4.4.2";"001";"Includes:"
4;"04442";"04.4.4.2";"001.001";"security services"
4;"04442";"04.4.4.2";"002";"Excludes:"
4;"04442";"04.4.4.2";"002.001";"bodyguards (s. 12.7.0.4)"
4;"04449";"04.4.4.9";"000";"Other services related to dwelling"
4;"04449";"04.4.4.9";"001";"Includes:"
4;"04449";"04.4.4.9";"001.001";"road cleaning and chimney sweeping"
4;"04449";"04.4.4.9";"002";"Also includes:"
4;"04449";"04.4.4.9";"002.001";"snow removal"
2;"045";"04.5";"000";"Electricity, gas and other fuels"
3;"0451";"04.5.1";"000";"Electricity"
3;"0451";"04.5.1";"001";"Includes:"
3;"0451";"04.5.1";"001.001";"associated expenditure such as hire of meters, reading of meters, standing charges, etc."
4;"04510";"04.5.1.0";"000";"Electricity"
4;"04510";"04.5.1.0";"001";"Includes:"
4;"04510";"04.5.1.0";"001.001";"associated expenditure such as hire of meters, reading of meters, standing charges, etc."
3;"0452";"04.5.2";"000";"Gas"
3;"0452";"04.5.2";"001";"Includes:"
3;"0452";"04.5.2";"001.001";"town gas and natural gas"
3;"0452";"04.5.2";"001.002";"liquefied hydrocarbons (butane, propane, etc.)"
3;"0452";"04.5.2";"002";"Also includes:"
3;"0452";"04.5.2";"002.001";"associated expenditure such as hire of meters, reading of meters, storage containers, standing charges, etc."
4;"04521";"04.5.2.1";"000";"Natural gas and town gas"
4;"04521";"04.5.2.1";"001";"Includes:"
4;"04521";"04.5.2.1";"001.001";"associated expenditure such as hire of meters, reading of meters, standing charges, etc."
4;"04522";"04.5.2.2";"000";"Liquefied hydrocarbons (butane, propane, etc.)"
4;"04522";"04.5.2.2";"001";"Includes:"
4;"04522";"04.5.2.2";"001.001";"associated expenditure such as storage containers, standing charges, etc."
4;"04522";"04.5.2.2";"002";"Excludes:"
4;"04522";"04.5.2.2";"002.001";"camping gas in cylinder less than 50 kg (s. 09.3.2.2)"
3;"0453";"04.5.3";"000";"Liquid fuels"
3;"0453";"04.5.3";"001";"Includes:"
3;"0453";"04.5.3";"001.001";"domestic heating and lighting oils"
4;"04530";"04.5.3.0";"000";"Liquid fuels"
4;"04530";"04.5.3.0";"001";"Includes:"
4;"04530";"04.5.3.0";"001.001";"domestic heating and lighting oils"
3;"0454";"04.5.4";"000";"Solid fuels"
3;"0454";"04.5.4";"001";"Includes:"
3;"0454";"04.5.4";"001.001";"coal, coke, briquettes, pellets, firewood, charcoal, peat and the like"
4;"04541";"04.5.4.1";"000";"Coal"
4;"04541";"04.5.4.1";"001";"Includes:"
4;"04541";"04.5.4.1";"001.001";"coal"
4;"04549";"04.5.4.9";"000";"Other solid fuels"
4;"04549";"04.5.4.9";"001";"Includes:"
4;"04549";"04.5.4.9";"001.001";"coke, briquettes, pellets, firewood, charcoal, peat and the like"
3;"0455";"04.5.5";"000";"Heat energy"
3;"0455";"04.5.5";"001";"Includes:"
3;"0455";"04.5.5";"001.001";"hot water and steam purchased from district heating plants"
3;"0455";"04.5.5";"002";"Also includes:"
3;"0455";"04.5.5";"002.001";"associated expenditure such as hire of meters, reading of meters, standing charges, etc."
3;"0455";"04.5.5";"002.002";"ice used for cooling and refrigeration purposes"
4;"04550";"04.5.5.0";"000";"Heat energy"
4;"04550";"04.5.5.0";"001";"Includes:"
4;"04550";"04.5.5.0";"001.001";"hot water and steam purchased from district heating plants"
4;"04550";"04.5.5.0";"002";"Also includes:"
4;"04550";"04.5.5.0";"002.001";"associated expenditure such as hire of meters, reading of meters, standing charges, etc."
4;"04550";"04.5.5.0";"002.002";"ice used for cooling and refrigeration purposes"
1;"05";"05.";"000";"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE"
2;"051";"05.1";"000";"Furniture and furnishings, carpets and other floor coverings"
3;"0511";"05.1.1";"000";"Furniture and furnishings"
3;"0511";"05.1.1";"001";"Includes:"
3;"0511";"05.1.1";"001.001";"beds, sofas, couches, tables, chairs, cupboards, chests of drawers and bookshelves"
3;"0511";"05.1.1";"001.002";"lighting equipment such as ceiling lights, standard lamps, globe lights and bedside lamps"
3;"0511";"05.1.1";"001.003";"pictures, sculptures, engravings, tapestries and other art objects including reproductions of works of art and other ornaments"
3;"0511";"05.1.1";"001.004";"screens, folding partitions and other furniture and fixtures"
3;"0511";"05.1.1";"002";"Also includes:"
3;"0511";"05.1.1";"002.001";"delivery and installation when applicable"
3;"0511";"05.1.1";"002.002";"base mattresses, mattresses, tatamis"
3;"0511";"05.1.1";"002.003";"bathroom cabinets"
3;"0511";"05.1.1";"002.004";"baby furniture such as cradles, high chairs and playpens"
3;"0511";"05.1.1";"002.005";"blinds"
3;"0511";"05.1.1";"002.006";"camping and garden furniture"
3;"0511";"05.1.1";"002.007";"mirrors, candleholders and candlesticks"
3;"0511";"05.1.1";"003";"Excludes:"
3;"0511";"05.1.1";"003.001";"bedding and sunshades (s. 05.2.0)"
3;"0511";"05.1.1";"003.002";"safes (s. 05.3.1)"
3;"0511";"05.1.1";"003.003";"ornamental glass and ceramic articles (s. 05.4.0)"
3;"0511";"05.1.1";"003.004";"clocks (s. 12.3.1)"
3;"0511";"05.1.1";"003.005";"wall thermometers and barometers (s. 12.3.2)"
3;"0511";"05.1.1";"003.006";"carrycots and pushchairs (s. 12.3.2)"
3;"0511";"05.1.1";"003.007";"works of art and antique furniture acquired primarily as stores of value (capital formation)"
4;"05111";"05.1.1.1";"000";"Household furniture"
4;"05111";"05.1.1.1";"001";"Includes:"
4;"05111";"05.1.1.1";"001.001";"sofas, couches, tables, chairs, cupboards, chests of drawers and bookshelves"
4;"05111";"05.1.1.1";"001.002";"beds, mattresses, base-mattresses, (tatamis), wardrobes, chests of drawers, bedside tables"
4;"05111";"05.1.1.1";"001.003";"kitchen tables and chairs, cupboards and surfaces"
4;"05111";"05.1.1.1";"001.004";"furniture primarily for bathroom use"
4;"05111";"05.1.1.1";"002";"Excludes:"
4;"05111";"05.1.1.1";"002.001";"antique furniture acquired primarily as stores of value (capital formation)"
4;"05111";"05.1.1.1";"003";"- bunk beds baby furniture such as cradles, highchairs and play-pens (s. 05.1.1.9)"
4;"05112";"05.1.1.2";"000";"Garden furniture"
4;"05112";"05.1.1.2";"001";"Includes:"
4;"05112";"05.1.1.2";"001.001";"furniture primarily for gardens use"
4;"05113";"05.1.1.3";"000";"Lighting equipment"
4;"05113";"05.1.1.3";"001";"Includes:"
4;"05113";"05.1.1.3";"001.001";"lighting equipment such as ceiling lights, standard lamps, globe lights and bedside lamps"
4;"05119";"05.1.1.9";"000";"Other furniture and furnishings"
4;"05119";"05.1.1.9";"001";"Includes:"
4;"05119";"05.1.1.9";"001.001";"bunk bed, baby furniture such as cradles, highchairs and play-pens"
4;"05119";"05.1.1.9";"001.002";"pictures, sculptures, engravings, tapestries and other art objects including reproductions of works of art and other ornaments"
4;"05119";"05.1.1.9";"001.003";"screens, folding partitions, blinds, mirrors, candleholders, candlesticks"
4;"05119";"05.1.1.9";"002";"Excludes:"
4;"05119";"05.1.1.9";"002.001";"bedding and sunshades (s. 05.2.0.9)"
4;"05119";"05.1.1.9";"002.002";"safes (s. 05.3.1.9)"
4;"05119";"05.1.1.9";"002.003";"ornamental glass and ceramic articles (s. 05.4.0.1)"
4;"05119";"05.1.1.9";"002.004";"clocks (s. 12.3.1.2)"
4;"05119";"05.1.1.9";"002.005";"carrycots and pushchairs (s. 12.3.2.2)"
4;"05119";"05.1.1.9";"002.006";"wall thermometers and barometers (s. 12.3.2.9)"
4;"05119";"05.1.1.9";"002.007";"works of art acquired primarily as stores of value (capital formation)"
3;"0512";"05.1.2";"000";"Carpets and other floor coverings"
3;"0512";"05.1.2";"001";"Includes:"
3;"0512";"05.1.2";"001.001";"loose carpets, fitted carpets, linoleum and other such floor coverings"
3;"0512";"05.1.2";"002";"Also includes:"
3;"0512";"05.1.2";"002.001";"laying of floor coverings"
3;"0512";"05.1.2";"003";"Excludes:"
3;"0512";"05.1.2";"003.001";"bathroom mats, rush mats and doormats (s. 05.2.0)"
3;"0512";"05.1.2";"003.002";"antique floor coverings acquired primarily as stores of value (capital formation)"
3;"0512";"05.1.2";"003.003";"any fixed installations like floor tiles (s. 04.3.1)"
4;"05121";"05.1.2.1";"000";"Carpets and rugs"
4;"05121";"05.1.2.1";"001";"Includes:"
4;"05121";"05.1.2.1";"001.001";"loose carpets, fitted carpets"
4;"05121";"05.1.2.1";"002";"Excludes:"
4;"05121";"05.1.2.1";"002.001";"services of laying of fitted carpets and floor coverings (s. 05.1.2.3)"
4;"05121";"05.1.2.1";"002.002";"bathroom mats, rush mats and door mats (s. 05.2.0.9)"
4;"05121";"05.1.2.1";"002.003";"antique floor coverings acquired primarily as an investment (capital formation)"
4;"05122";"05.1.2.2";"000";"Other floor coverings"
4;"05122";"05.1.2.2";"001";"Includes:"
4;"05122";"05.1.2.2";"001.001";"resilient floor coverings, such as vinyl, linoleum etc."
4;"05122";"05.1.2.2";"002";"Excludes:"
4;"05122";"05.1.2.2";"002.001";"services of laying of fitted carpets and floor coverings (s. 05.1.2.3)"
4;"05123";"05.1.2.3";"000";"Services of laying of fitted carpets and floor coverings"
4;"05123";"05.1.2.3";"001";"Includes:"
4;"05123";"05.1.2.3";"001.001";"services of laying of fitted carpets and floor coverings"
3;"0513";"05.1.3";"000";"Repair of furniture, furnishings and floor coverings"
3;"0513";"05.1.3";"001";"Includes:"
3;"0513";"05.1.3";"001.001";"repair of furniture, furnishings and floor coverings"
3;"0513";"05.1.3";"002";"Also includes:"
3;"0513";"05.1.3";"002.001";"total value of the service (that is, both the cost of labour and the cost of materials are covered)"
3;"0513";"05.1.3";"002.002";"restoration of works of art, antique furniture and antique floor coverings other than those acquired primarily as stores of value (capital formation)"
3;"0513";"05.1.3";"003";"Excludes:"
3;"0513";"05.1.3";"003.001";"separate purchases of materials made by households with the intention of undertaking the repair themselves (s. 05.1.1) or (s. 05.1.2)"
3;"0513";"05.1.3";"003.002";"dry-cleaning of carpets (s. 05.6.2)"
4;"05130";"05.1.3.0";"000";"Repair of furniture, furnishings and floor coverings"
4;"05130";"05.1.3.0";"001";"Includes:"
4;"05130";"05.1.3.0";"001.001";"repair of furniture, furnishings and floor coverings"
4;"05130";"05.1.3.0";"002";"Also includes:"
4;"05130";"05.1.3.0";"002.001";"total value of the service (that is, both the cost of labour and the cost of materials are covered)"
4;"05130";"05.1.3.0";"002.002";"restoration of works of art, antique furniture and antique floor coverings other than those acquired primarily as stores of value (capital formation)"
4;"05130";"05.1.3.0";"003";"Excludes:"
4;"05130";"05.1.3.0";"003.001";"separate purchases of materials made by households with the intention of undertaking the repair themselves (s. 05.1.1) or (s. 05.1.2)"
4;"05130";"05.1.3.0";"003.002";"dry-cleaning of carpets (s. 05.6.2.2)"
2;"052";"05.2";"000";"Household textiles"
3;"0520";"05.2.0";"000";"Household textiles"
3;"0520";"05.2.0";"001";"Includes:"
3;"0520";"05.2.0";"001.001";"furnishing fabrics, curtain material, curtains, double curtains, awnings, door curtains and fabric blinds"
3;"0520";"05.2.0";"001.002";"bedding such as futons, pillows, bolsters and hammocks"
3;"0520";"05.2.0";"001.003";"bed linen such as sheets, pillowcases, blankets, travelling rugs, plaids, eiderdowns, counterpanes and mosquito nets"
3;"0520";"05.2.0";"001.004";"table linen and bathroom linen such as tablecloths, table napkins, towels and face cloths"
3;"0520";"05.2.0";"001.005";"other household textiles such as shopping bags, laundry bags, shoe bags, covers for clothes and furniture, flags, sunshades, etc."
3;"0520";"05.2.0";"001.006";"repair of such articles"
3;"0520";"05.2.0";"002";"Also includes:"
3;"0520";"05.2.0";"002.001";"cloth bought by the piece"
3;"0520";"05.2.0";"002.002";"oilcloth"
3;"0520";"05.2.0";"002.003";"bathroom mats, rush mats and doormats"
3;"0520";"05.2.0";"003";"Excludes:"
3;"0520";"05.2.0";"003.001";"fabric wall coverings (s. 04.3.1)"
3;"0520";"05.2.0";"003.002";"tapestries (s. 05.1.1)"
3;"0520";"05.2.0";"003.003";"floor coverings such as carpets and fitted carpets (s. 05.1.2)"
3;"0520";"05.2.0";"003.004";"electric blankets (s. 05.3.2)"
3;"0520";"05.2.0";"003.005";"covers for motor cars, motorcycles, etc. (s. 07.2.1)"
3;"0520";"05.2.0";"003.006";"air mattresses and sleeping bags (s. 09.3.2)"
4;"05201";"05.2.0.1";"000";"Furnishing fabrics and curtains"
4;"05201";"05.2.0.1";"001";"Includes:"
4;"05201";"05.2.0.1";"001.001";"furnishing fabrics, curtain material, curtains, double curtains, awnings, door curtains and fabric blinds"
4;"05201";"05.2.0.1";"002";"Excludes:"
4;"05201";"05.2.0.1";"002.001";"repair of furnishing fabrics and curtains (s. 05.2.0.4)"
4;"05202";"05.2.0.2";"000";"Bed linen"
4;"05202";"05.2.0.2";"001";"Includes:"
4;"05202";"05.2.0.2";"001.001";"bed linen such as sheets, pillowcases, blankets, travelling rugs, plaids, eiderdowns, counterpanes and mosquito nets"
4;"05202";"05.2.0.2";"002";"Excludes:"
4;"05202";"05.2.0.2";"002.001";"electric blankets (s. 05.3.2.9)"
4;"05202";"05.2.0.2";"002.002";"air mattresses and sleeping bags (s. 09.3.2.2)"
4;"05202";"05.2.0.2";"002.003";"repair of bed linen (s. 05.2.0.4)"
4;"05203";"05.2.0.3";"000";"Table linen and bathroom linen"
4;"05203";"05.2.0.3";"001";"Includes:"
4;"05203";"05.2.0.3";"001.001";"table linen and bathroom linen such as tablecloths, table napkins, towels and face cloths"
4;"05203";"05.2.0.3";"002";"Excludes:"
